Filename; Pressure; Uniqueno; Variable; Values; Test failed
NED2003036_00A; 139.00; 257001; doxy; 3.69; Bottle-CTD Difference Problem
NED2003036_00E; 100.00; -999999; psal; 2.48; Bottle-CTD Difference Problem
NED2003036_00E; 100.00; -999999; doxy; 1.71; Bottle-CTD Difference Problem
NED2003036_00C; 1.00; 257010; psal; 31.05; Bottle-CTD Difference Problem
NED2003036_00C; 1.00; 257010; doxy; 6.55; Bottle-CTD Difference Problem
NED2003036_00C; 40.00; 257005; doxy; 7.98; Bottle-CTD Difference Problem
NED2003036_1; 191.00; 257011; psal; 2.96; Impossible Parameter Value in Profile
NED2003036_1; 5.00; 257014; psal; 2.12; Bottle-CTD Difference Problem
NED2003036_1; 25.00; 257013; psal; 1.67; Bottle-CTD Difference Problem
NED2003036_1; 50.00; 257012; psal; 2.30; Bottle-CTD Difference Problem
NED2003036_1; 50.00; 257012; doxy; 2.93; Bottle-CTD Difference Problem
NED2003036_2; 5.00; 257018; doxy; 32.81  ; Global Impossible Parameter Value
NED2003036_2; 25.00; 257017; doxy; 33.04  ; Global Impossible Parameter Value
NED2003036_2; 50.00; 257016; doxy; 33.05  ; Global Impossible Parameter Value
NED2003036_2; 179.00; 257015; doxy; 30.91  ; Global Impossible Parameter Value
NED2003036_2; 5.00; 257018; doxy; 32.81  ; Regional Impossible Parameter Value
NED2003036_2; 25.00; 257017; doxy; 33.04  ; Regional Impossible Parameter Value
NED2003036_2; 50.00; 257016; doxy; 33.05  ; Regional Impossible Parameter Value
NED2003036_2; 179.00; 257015; doxy; 30.91  ; Regional Impossible Parameter Value
NED2003036_2; 50.00; 257016; psal; 7.38; Bottle-CTD Difference Problem
NED2003036_2; 179.00; 257015; psal; 16.12; Bottle-CTD Difference Problem
NED2003036_3; 5.00; 257022; doxy; 32.79  ; Global Impossible Parameter Value
NED2003036_3; 25.00; 257021; doxy; 32.89  ; Global Impossible Parameter Value
NED2003036_3; 50.00; 257020; doxy; 33.79  ; Global Impossible Parameter Value
NED2003036_3; 215.00; 257019; doxy; 32.60  ; Global Impossible Parameter Value
NED2003036_3; 5.00; 257022; doxy; 32.79  ; Regional Impossible Parameter Value
NED2003036_3; 25.00; 257021; doxy; 32.89  ; Regional Impossible Parameter Value
NED2003036_3; 50.00; 257020; doxy; 33.79  ; Regional Impossible Parameter Value
NED2003036_3; 215.00; 257019; doxy; 32.60  ; Regional Impossible Parameter Value
NED2003036_3; 50.00; 257020; psal; 6.84; Bottle-CTD Difference Problem
NED2003036_3; 215.00; 257019; psal; 12.53; Bottle-CTD Difference Problem
NED2003036_3; 5.00 to 25.00; 257022, 257021; psal; 8.55  5.79  ; Gradient or Inversion too high
NED2003036_4; 5.00; 257026; doxy; 32.47  ; Global Impossible Parameter Value
NED2003036_4; 25.00; 257025; doxy; 32.54  ; Global Impossible Parameter Value
NED2003036_4; 50.00; 257024; doxy; 33.42  ; Global Impossible Parameter Value
NED2003036_4; 59.00; 257023; doxy; 32.37  ; Global Impossible Parameter Value
NED2003036_4; 5.00; 257026; doxy; 32.47  ; Regional Impossible Parameter Value
NED2003036_4; 25.00; 257025; doxy; 32.54  ; Regional Impossible Parameter Value
NED2003036_4; 50.00; 257024; doxy; 33.42  ; Regional Impossible Parameter Value
NED2003036_4; 59.00; 257023; doxy; 32.37  ; Regional Impossible Parameter Value
NED2003036_4; 50.00; 257024; psal; 6.52; Bottle-CTD Difference Problem
NED2003036_5; 5.00; 257030; doxy; 32.10  ; Global Impossible Parameter Value
NED2003036_5; 25.00; 257029; doxy; 32.10  ; Global Impossible Parameter Value
NED2003036_5; 50.00; 257028; doxy; 31.66  ; Global Impossible Parameter Value
NED2003036_5; 78.00; 257027; doxy; 31.70  ; Global Impossible Parameter Value
NED2003036_5; 5.00; 257030; doxy; 32.10  ; Regional Impossible Parameter Value
NED2003036_5; 25.00; 257029; doxy; 32.10  ; Regional Impossible Parameter Value
NED2003036_5; 50.00; 257028; doxy; 31.66  ; Regional Impossible Parameter Value
NED2003036_5; 78.00; 257027; doxy; 31.70  ; Regional Impossible Parameter Value
NED2003036_5; 25.00; 257029; psal; 8.17; Bottle-CTD Difference Problem
NED2003036_5; 50.00; 257028; psal; 9.36; Bottle-CTD Difference Problem
NED2003036_6; 5.00; 257034; doxy; 33.00  ; Global Impossible Parameter Value
NED2003036_6; 25.00; 257033; doxy; 33.03  ; Global Impossible Parameter Value
NED2003036_6; 50.00; 257032; doxy; 33.84  ; Global Impossible Parameter Value
NED2003036_6; 156.00; 257031; doxy; 32.89  ; Global Impossible Parameter Value
NED2003036_6; 5.00; 257034; doxy; 33.00  ; Regional Impossible Parameter Value
NED2003036_6; 25.00; 257033; doxy; 33.03  ; Regional Impossible Parameter Value
NED2003036_6; 50.00; 257032; doxy; 33.84  ; Regional Impossible Parameter Value
NED2003036_6; 156.00; 257031; doxy; 32.89  ; Regional Impossible Parameter Value
NED2003036_6; 50.00; 257032; psal; 6.87; Bottle-CTD Difference Problem
NED2003036_6; 156.00; 257031; psal; 11.86; Bottle-CTD Difference Problem
NED2003036_7; 5.00; 257038; doxy; 32.52  ; Global Impossible Parameter Value
NED2003036_7; 25.00; 257037; doxy; 33.06  ; Global Impossible Parameter Value
NED2003036_7; 50.00; 257036; doxy; 35.12  ; Global Impossible Parameter Value
NED2003036_7; 163.00; 257035; doxy; 32.32  ; Global Impossible Parameter Value
NED2003036_7; 5.00; 257038; doxy; 32.52  ; Regional Impossible Parameter Value
NED2003036_7; 25.00; 257037; doxy; 33.06  ; Regional Impossible Parameter Value
